珂쇌,侊똑
2026-06-17 16:12:26,26.7
2026-06-17 16:12:29,26.8
2026-06-17 16:12:32,26.7
2026-06-17 16:12:35,26.7
2026-06-17 16:12:38,26.7
2026-06-17 16:12:41,26.7
2026-06-17 16:12:45,26.7
2026-06-17 16:12:48,26.7
2026-06-17 16:12:50,26.7
2026-06-17 16:12:53,26.7
2026-06-17 16:12:56,26.7
2026-06-17 16:13:00,26.7
2026-06-17 16:13:03,26.7
2026-06-17 16:13:05,26.7
2026-06-17 16:13:09,26.7
2026-06-17 16:13:12,26.7
2026-06-17 16:13:15,26.7
2026-06-17 16:13:18,26.7
2026-06-17 16:13:21,26.7
2026-06-17 16:13:24,26.7
2026-06-17 16:13:27,26.7
2026-06-17 16:13:30,26.7
2026-06-17 16:13:33,26.7
2026-06-17 16:13:36,26.8
2026-06-17 16:13:39,26.7
2026-06-17 16:13:42,26.7
2026-06-17 16:13:45,26.8
2026-06-17 16:13:48,26.7
2026-06-17 16:13:51,26.7
2026-06-17 16:13:54,26.8
2026-06-17 16:13:57,26.7
2026-06-17 16:14:00,26.7
2026-06-17 16:14:03,26.7
2026-06-17 16:14:05,26.7
2026-06-17 16:14:08,26.7
2026-06-17 16:14:10,26.7
2026-06-17 16:14:13,26.7
2026-06-17 16:14:16,26.7
2026-06-17 16:14:18,26.7
2026-06-17 16:14:21,26.7
2026-06-17 16:14:23,26.7
2026-06-17 16:14:26,26.7
2026-06-17 16:14:29,26.7
2026-06-17 16:14:31,26.7
2026-06-17 16:14:34,26.7
2026-06-17 16:14:37,26.8
2026-06-17 16:14:39,26.8
2026-06-17 16:14:42,26.8
2026-06-17 16:14:44,26.8
2026-06-17 16:14:47,26.8
2026-06-17 16:14:49,26.8
2026-06-17 16:14:52,26.8
2026-06-17 16:14:55,26.8
2026-06-17 16:15:06,26.8
2026-06-17 16:15:08,26.9
2026-06-17 16:15:12,26.7
2026-06-17 16:15:14,26.8
2026-06-17 16:15:17,26.8
2026-06-17 16:15:20,26.8
2026-06-17 16:15:23,26.8
2026-06-17 16:15:26,26.8
2026-06-17 16:15:28,26.8
2026-06-17 16:15:31,26.8
2026-06-17 16:15:34,26.8
2026-06-17 16:15:37,26.8
2026-06-17 16:15:40,26.8
2026-06-17 16:15:43,26.8
2026-06-17 16:15:45,26.8
2026-06-17 16:15:48,26.8
2026-06-17 16:15:52,26.8
2026-06-17 16:15:54,26.8
2026-06-17 16:15:58,26.8
2026-06-17 16:16:00,26.8
2026-06-17 16:16:04,26.8
2026-06-17 16:16:07,26.8
2026-06-17 16:16:10,26.8
2026-06-17 16:16:13,26.8
2026-06-17 16:16:16,26.8
2026-06-17 16:16:19,26.8
2026-06-17 16:16:22,26.8
2026-06-17 16:16:25,26.8
2026-06-17 16:16:28,26.8
2026-06-17 16:16:30,26.8
2026-06-17 16:16:33,26.8
2026-06-17 16:16:36,26.8
2026-06-17 16:16:39,26.8
2026-06-17 16:16:42,26.8
2026-06-17 16:16:44,26.8
2026-06-17 16:16:47,26.8
2026-06-17 16:16:49,26.8
2026-06-17 16:16:53,26.8
2026-06-17 16:16:55,26.8
2026-06-17 16:16:58,26.8
2026-06-17 16:17:01,26.8
2026-06-17 16:17:03,26.8
2026-06-17 16:17:06,26.8
2026-06-17 16:17:08,26.8
2026-06-17 16:17:11,26.8
2026-06-17 16:17:14,26.8
2026-06-17 16:17:17,26.8
2026-06-17 16:17:20,26.8
2026-06-17 16:17:22,26.8
2026-06-17 16:17:25,26.8
2026-06-17 16:17:28,26.8
2026-06-17 16:17:30,26.8
2026-06-17 16:17:33,26.8
2026-06-17 16:17:35,26.8
2026-06-17 16:17:38,26.8
2026-06-17 16:17:41,26.8
2026-06-17 16:17:44,26.8
2026-06-17 16:17:47,26.8
2026-06-17 16:17:50,26.8
2026-06-17 16:17:52,26.8
2026-06-17 16:17:55,26.8
2026-06-17 16:17:58,26.8
2026-06-17 16:18:01,26.8
2026-06-17 16:18:04,26.8
2026-06-17 16:18:07,26.8
2026-06-17 16:18:09,26.8
2026-06-17 16:18:12,26.8
2026-06-17 16:18:15,26.8
2026-06-17 16:18:18,26.8
2026-06-17 16:18:20,26.8
2026-06-17 16:18:23,26.8
2026-06-17 16:18:26,26.8
2026-06-17 16:18:29,26.8
2026-06-17 16:18:31,26.8
2026-06-17 16:18:34,26.8
2026-06-17 16:18:36,26.8
2026-06-17 16:18:39,26.8
2026-06-17 16:18:42,26.8
2026-06-17 16:18:44,26.8
2026-06-17 16:18:47,26.8
2026-06-17 16:18:50,26.8
2026-06-17 16:18:53,26.8
2026-06-17 16:18:56,26.8
2026-06-17 16:18:58,26.8
2026-06-17 16:19:01,26.8
2026-06-17 16:19:06,26.8
2026-06-17 16:19:09,26.8
2026-06-17 16:19:12,26.8
2026-06-17 16:19:15,26.8
2026-06-17 16:19:18,26.8
2026-06-17 16:19:21,26.5
2026-06-17 16:19:24,26.8
2026-06-17 16:19:26,26.8
2026-06-17 16:19:29,26.8
2026-06-17 16:19:32,26.8
2026-06-17 16:19:34,26.8
2026-06-17 16:19:37,26.8
2026-06-17 16:19:39,26.8
珂쇌,侊똑
珂쇌,侊똑
2026-06-17 16:44:35,27.3
2026-06-17 16:44:38,27.3
2026-06-17 16:44:40,27.1
2026-06-17 16:44:43,27.4
2026-06-17 16:44:46,27.4
2026-06-17 16:44:48,27.1
2026-06-17 16:44:51,27.3
2026-06-17 16:44:54,28.4
2026-06-17 16:44:57,27.7
2026-06-17 16:45:00,27.3
2026-06-17 16:45:03,27.2
2026-06-17 16:45:05,27.3
2026-06-17 16:45:08,27.1
2026-06-17 16:45:11,27.3
2026-06-17 16:45:14,27.3
2026-06-17 16:45:16,27.4
2026-06-17 16:45:19,26.7
2026-06-17 16:45:22,27.3
2026-06-17 16:45:25,27.3
2026-06-17 16:45:28,27.5
2026-06-17 16:45:31,27.6
2026-06-17 16:45:34,28.2
珂쇌,侊똑
2026-06-18 11:45:20,26.6
2026-06-18 11:45:22,26.6
2026-06-18 11:45:25,26.6
2026-06-18 11:45:28,27.3
2026-06-18 11:45:31,26.6
2026-06-18 11:45:34,26.6
2026-06-18 11:45:37,26.6
2026-06-18 11:45:39,25.9
2026-06-18 11:45:42,26.6
2026-06-18 11:45:45,25.5
2026-06-18 11:45:48,26.9
2026-06-18 11:45:51,26.6
2026-06-18 11:45:53,26.6
2026-06-18 11:45:56,26.6
2026-06-18 11:45:59,26.6
2026-06-18 11:46:02,26.6
2026-06-18 11:46:04,26.6
2026-06-18 11:46:07,26.6
2026-06-18 11:46:10,26.6
2026-06-18 11:46:12,26.6
2026-06-18 11:46:15,26.6
2026-06-18 11:46:18,26.7
2026-06-18 11:46:21,26.7
2026-06-18 11:46:24,26.7
2026-06-18 11:46:27,26.6
2026-06-18 11:46:29,26.7
2026-06-18 11:46:32,26.7
2026-06-18 11:46:34,26.7
2026-06-18 11:46:37,26.7
2026-06-18 11:46:40,26.7
2026-06-18 11:46:42,26.7
2026-06-18 11:46:45,26.7
2026-06-18 11:46:47,26.7
2026-06-18 11:46:50,26.7
2026-06-18 11:46:55,26.7
2026-06-18 11:46:58,26.7
2026-06-18 11:47:01,26.7
2026-06-18 11:47:04,26.7
2026-06-18 11:47:07,26.6
2026-06-18 11:47:09,26.7
2026-06-18 11:47:12,26.7
2026-06-18 11:47:14,26.7
2026-06-18 11:47:17,26.7
2026-06-18 11:47:19,26.7
2026-06-18 11:47:22,26.7
2026-06-18 11:47:25,26.7
2026-06-18 11:47:27,26.7
2026-06-18 11:47:30,26.7
2026-06-18 11:47:32,26.7
2026-06-18 11:47:35,26.7
2026-06-18 11:47:38,26.7
2026-06-18 11:47:41,26.7
2026-06-18 11:47:43,26.7
2026-06-18 11:47:46,26.7
2026-06-18 11:47:49,26.7
2026-06-18 11:47:51,26.7
2026-06-18 11:47:54,26.7
2026-06-18 11:47:57,26.7
2026-06-18 11:47:59,26.7
2026-06-18 11:48:02,26.7
2026-06-18 11:48:04,26.7
2026-06-18 11:48:07,26.7
2026-06-18 11:48:09,26.7
2026-06-18 11:48:12,26.7
2026-06-18 11:48:15,26.6
2026-06-18 11:48:18,26.6
2026-06-18 11:48:21,26.6
2026-06-18 11:48:24,26.6
2026-06-18 11:48:27,26.6
2026-06-18 11:48:30,26.6
2026-06-18 11:48:33,26.6
2026-06-18 11:48:36,26.6
2026-06-18 11:48:38,26.6
2026-06-18 11:48:41,26.6
2026-06-18 11:48:43,26.6
2026-06-18 11:48:46,26.6
2026-06-18 11:48:49,26.6
2026-06-18 11:48:52,26.6
2026-06-18 11:48:55,26.6
2026-06-18 11:48:58,26.6
2026-06-18 11:49:01,26.6
2026-06-18 11:49:04,26.6
2026-06-18 11:49:07,26.6
2026-06-18 11:49:10,26.6
2026-06-18 11:49:13,26.6
2026-06-18 11:49:15,26.6
2026-06-18 11:49:18,26.6
2026-06-18 11:49:21,26.6
2026-06-18 11:49:24,26.5
2026-06-18 11:49:27,26.6
2026-06-18 11:49:30,26.6
2026-06-18 11:49:33,26.6
2026-06-18 11:49:36,26.5
2026-06-18 11:49:38,26.5
2026-06-18 11:49:41,26.5
2026-06-18 11:49:43,26.5
2026-06-18 11:49:46,26.5
2026-06-18 11:49:49,26.5
2026-06-18 11:49:51,26.5
2026-06-18 11:49:54,26.5
2026-06-18 11:49:56,26.5
2026-06-18 11:49:59,26.5
2026-06-18 11:50:01,26.5
2026-06-18 11:50:04,26.5
2026-06-18 11:50:07,26.5
2026-06-18 11:50:09,26.5
2026-06-18 11:50:13,26.5
2026-06-18 11:50:15,26.5
2026-06-18 11:50:19,26.5
2026-06-18 11:50:22,26.5
2026-06-18 11:50:24,26.5
2026-06-18 11:50:28,26.5
2026-06-18 11:50:34,26.5
2026-06-18 11:50:37,26.5
2026-06-18 11:50:40,26.5
2026-06-18 11:50:43,26.5
2026-06-18 11:50:46,26.5
2026-06-18 11:50:49,26.5
2026-06-18 11:50:51,26.5
2026-06-18 11:50:54,26.5
2026-06-18 11:50:56,26.5
2026-06-18 11:50:59,26.4
2026-06-18 11:51:02,26.4
2026-06-18 11:51:05,26.4
2026-06-18 11:51:07,26.4
2026-06-18 11:51:10,26.4
2026-06-18 11:51:13,26.4
2026-06-18 11:51:16,26.4
2026-06-18 11:51:19,26.4
2026-06-18 11:51:22,26.4
2026-06-18 11:51:25,26.4
2026-06-18 11:51:28,26.4
2026-06-18 11:51:31,26.4
2026-06-18 11:51:34,26.4
2026-06-18 11:51:37,26.4
2026-06-18 11:51:39,26.4
2026-06-18 11:51:42,26.4
2026-06-18 11:51:44,26.4
2026-06-18 11:51:47,26.4
2026-06-18 11:51:49,26.4
2026-06-18 11:51:52,26.4
2026-06-18 11:51:55,26.4
2026-06-18 11:51:57,26.4
2026-06-18 11:52:00,26.4
2026-06-18 11:52:02,26.3
2026-06-18 11:52:05,26.3
2026-06-18 11:52:08,26.3
2026-06-18 11:52:11,26.3
2026-06-18 11:52:14,26.3
2026-06-18 11:52:18,26.3
2026-06-18 11:52:21,26.3
2026-06-18 11:52:23,26.3
2026-06-18 11:52:27,26.3
2026-06-18 11:52:30,26.3
2026-06-18 11:52:33,26.3
2026-06-18 11:52:36,26.3
2026-06-18 11:52:39,26.3
2026-06-18 11:52:42,26.3
2026-06-18 11:52:45,26.3
2026-06-18 11:52:48,26.3
2026-06-18 11:52:51,26.3
2026-06-18 11:52:54,26.3
2026-06-18 11:52:57,26.3
2026-06-18 11:53:00,26.3
2026-06-18 11:53:02,26.3
2026-06-18 11:53:05,26.3
2026-06-18 11:53:08,26.2
2026-06-18 11:53:11,26.2
2026-06-18 11:53:13,26.2
2026-06-18 11:53:19,26.2
珂쇌,侊똑
2026-06-27 14:36:31,25.8
2026-06-27 14:36:34,25.8
2026-06-27 14:36:37,25.8
2026-06-27 14:36:40,25.8
2026-06-27 14:36:43,25.8
2026-06-27 14:36:45,25.8
2026-06-27 14:36:48,25.8
2026-06-27 14:36:51,25.8
2026-06-27 14:36:54,25.8
2026-06-27 14:36:57,25.8
2026-06-27 14:37:00,25.8
2026-06-27 14:37:03,25.8
2026-06-27 14:37:06,25.8
2026-06-27 14:37:09,26.3
2026-06-27 14:37:12,26.3
2026-06-27 14:37:15,26.6
2026-06-27 14:37:18,26.9
2026-06-27 14:37:20,27.1
2026-06-27 14:37:23,27.3
2026-06-27 14:37:26,27.3
2026-06-27 14:37:29,27.4
2026-06-27 14:37:32,27.4
2026-06-27 14:37:34,27.4
2026-06-27 14:37:37,27.4
2026-06-27 14:37:40,27.5
2026-06-27 14:37:43,27.5
2026-06-27 14:37:45,27.5
2026-06-27 14:37:48,27.4
2026-06-27 14:37:51,27.4
2026-06-27 14:37:54,27.4
2026-06-27 14:37:57,27.4
2026-06-27 14:37:59,27.4
2026-06-27 14:38:02,27.4
2026-06-27 14:38:04,27.4
2026-06-27 14:38:07,27.4
2026-06-27 14:38:09,27.3
2026-06-27 14:38:12,27.3
2026-06-27 14:38:15,27.3
2026-06-27 14:38:18,27.3
2026-06-27 14:38:20,27.3
2026-06-27 14:38:23,27.3
2026-06-27 14:38:25,27.2
2026-06-27 14:38:28,27.2
2026-06-27 14:38:31,27.2
2026-06-27 14:38:33,27.1
2026-06-27 14:38:36,27.1
2026-06-27 14:38:38,27.1
2026-06-27 14:38:41,27.1
2026-06-27 14:38:44,27
2026-06-27 14:38:47,27
2026-06-27 14:38:50,27
2026-06-27 14:38:53,27
2026-06-27 14:38:55,27
2026-06-27 14:38:58,26.9
2026-06-27 14:39:01,26.9
2026-06-27 14:39:04,26.9
2026-06-27 14:39:07,26.9
2026-06-27 14:39:09,26.9
2026-06-27 14:39:12,26.8
2026-06-27 14:39:15,26.8
2026-06-27 14:39:18,26.8
2026-06-27 14:39:21,26.8
2026-06-27 14:39:24,26.8
2026-06-27 14:39:27,26.8
2026-06-27 14:39:30,26.8
2026-06-27 14:39:32,26.7
2026-06-27 14:39:35,26.7
2026-06-27 14:39:38,26.7
2026-06-27 14:39:41,26.7
2026-06-27 14:39:43,26.6
2026-06-27 14:39:46,26.6
2026-06-27 14:39:49,26.6
2026-06-27 14:39:51,26.6
2026-06-27 14:39:54,26.6
2026-06-27 14:39:57,26.6
2026-06-27 14:40:00,26.6
2026-06-27 14:40:02,26.6
2026-06-27 14:40:05,26.6
2026-06-27 14:40:08,26.6
2026-06-27 14:40:11,26.5
2026-06-27 14:40:14,26.5
2026-06-27 14:40:16,26.5
2026-06-27 14:40:19,26.5
2026-06-27 14:40:22,26.5
2026-06-27 14:40:25,26.5
2026-06-27 14:40:28,26.5
2026-06-27 14:40:31,26.5
2026-06-27 14:40:34,26.5
2026-06-27 14:40:37,26.5
2026-06-27 14:40:40,26.5
2026-06-27 14:40:43,26.4
2026-06-27 14:40:46,26.4
2026-06-27 14:40:49,26.4
2026-06-27 14:40:52,26.4
2026-06-27 14:40:54,26.4
2026-06-27 14:40:58,26.4
2026-06-27 14:41:01,26.4
2026-06-27 14:41:03,26.4
2026-06-27 14:41:06,26.4
2026-06-27 14:41:09,26.4
2026-06-27 14:41:11,26.4
2026-06-27 14:41:15,26.4
2026-06-27 14:41:18,26.4
2026-06-27 14:41:21,26.4
2026-06-27 14:41:24,26.4
2026-06-27 14:41:26,26.4
2026-06-27 14:41:29,26.4
2026-06-27 14:41:32,26.4
2026-06-27 14:41:35,26.4
2026-06-27 14:41:37,26.4
2026-06-27 14:41:40,26.4
2026-06-27 14:41:43,26.4
2026-06-27 14:41:46,26.3
2026-06-27 14:41:49,26.3
2026-06-27 14:41:52,26.3
2026-06-27 14:41:55,26.3
2026-06-27 14:41:58,26.3
2026-06-27 14:42:01,26.3
2026-06-27 14:42:04,26.3
2026-06-27 14:42:07,26.3
2026-06-27 14:42:10,26.3
2026-06-27 14:42:13,26.3
2026-06-27 14:42:16,26.3
2026-06-27 14:42:19,26.3
2026-06-27 14:42:22,26.3
2026-06-27 14:42:25,26.3
2026-06-27 14:42:27,26.3
2026-06-27 14:42:30,26.3
2026-06-27 14:42:33,26.2
2026-06-27 14:42:36,26.2
2026-06-27 14:42:38,26.2
2026-06-27 14:42:44,26.2
2026-06-27 14:42:50,26.1
2026-06-27 14:42:53,26.2
2026-06-27 14:42:56,26.1
2026-06-27 14:42:58,26.1
2026-06-27 14:43:01,26.1
2026-06-27 14:43:04,26.1
2026-06-27 14:43:07,26.1
2026-06-27 14:43:10,26.1
2026-06-27 14:43:13,26.1
2026-06-27 14:43:15,26.1
2026-06-27 14:43:18,26.1
2026-06-27 14:43:20,26.1
2026-06-27 14:43:23,26.1
2026-06-27 14:43:26,26.1
2026-06-27 14:43:28,26.1
2026-06-27 14:43:31,26.1
2026-06-27 14:43:34,26.1
2026-06-27 14:43:36,26.1
2026-06-27 14:43:39,26
2026-06-27 14:43:42,26.1
2026-06-27 14:43:46,26
2026-06-27 14:43:49,26
2026-06-27 14:43:51,26
2026-06-27 14:43:54,26
2026-06-27 14:43:57,26
2026-06-27 14:43:59,26
2026-06-27 14:44:02,26
2026-06-27 14:44:05,26
2026-06-27 14:44:08,26
2026-06-27 14:44:10,26
2026-06-27 14:44:13,26
2026-06-27 14:44:16,26
2026-06-27 14:44:18,26
2026-06-27 14:44:21,26
2026-06-27 14:44:24,26
2026-06-27 14:44:27,26
2026-06-27 14:44:30,26
2026-06-27 14:44:33,26
2026-06-27 14:44:36,26
2026-06-27 14:44:38,26
2026-06-27 14:44:41,26
2026-06-27 14:44:44,26
2026-06-27 14:44:47,26
2026-06-27 14:44:50,26
2026-06-27 14:44:52,26
2026-06-27 14:44:55,26
2026-06-27 14:44:58,26
2026-06-27 14:45:00,26
2026-06-27 14:45:03,26
2026-06-27 14:45:06,26
2026-06-27 14:45:09,26
2026-06-27 14:45:12,26
2026-06-27 14:45:15,26
2026-06-27 14:45:17,26
2026-06-27 14:45:20,26
2026-06-27 14:45:23,26
2026-06-27 14:45:26,26
2026-06-27 14:45:28,26
2026-06-27 14:52:03,26.8
2026-06-27 14:52:05,26.8
2026-06-27 14:52:08,26.8
2026-06-27 14:52:10,26.8
2026-06-27 14:52:13,26.8
2026-06-27 14:52:16,26.8
2026-06-27 14:52:19,26.8
2026-06-27 14:52:21,26.8
2026-06-27 14:52:24,26.8
2026-06-27 14:52:27,26.8
2026-06-27 14:52:29,26.8
2026-06-27 14:52:32,26.8
2026-06-27 14:52:35,26.8
2026-06-27 14:52:38,26.8
2026-06-27 14:52:40,26.8
2026-06-27 14:52:43,26.8
2026-06-27 14:52:46,26.8
2026-06-27 14:52:49,26.8
2026-06-27 14:52:52,26.8
2026-06-27 14:52:55,26.8
2026-06-27 14:52:58,26.8
2026-06-27 14:53:03,26.7
2026-06-27 14:53:06,26.7
2026-06-27 14:53:09,26.7
2026-06-27 14:53:12,26.7
2026-06-27 14:53:15,26.7
2026-06-27 14:53:18,26.6
2026-06-27 14:53:21,26.7
2026-06-27 14:53:24,26.6
2026-06-27 14:53:27,26.6
2026-06-27 14:53:30,26.6
2026-06-27 14:53:32,26.6
2026-06-27 14:53:38,26.6
2026-06-27 14:53:40,26.6
2026-06-27 14:53:43,26.6
2026-06-27 14:53:46,26.6
2026-06-27 14:53:49,26.6
2026-06-27 14:53:52,26.6
2026-06-27 14:53:54,26.6
2026-06-27 14:53:57,26.6
2026-06-27 14:54:00,26.6
2026-06-27 14:54:02,26.6
2026-06-27 14:54:05,26.6
2026-06-27 14:54:08,26.6
2026-06-27 14:54:10,26.6
2026-06-27 14:54:13,26.6
2026-06-27 14:54:16,26.6
2026-06-27 14:54:18,26.6
2026-06-27 14:54:21,26.6
2026-06-27 14:54:24,26.6
2026-06-27 14:54:27,26.6
2026-06-27 14:54:30,26.7
2026-06-27 14:54:32,27
2026-06-27 14:54:35,27.4
2026-06-27 14:54:38,27.5
2026-06-27 14:54:40,27.7
2026-06-27 14:54:44,27.9
2026-06-27 14:54:46,27.9
2026-06-27 14:54:50,28
2026-06-27 14:54:53,28.1
2026-06-27 14:54:55,28.1
2026-06-27 14:54:58,28.1
2026-06-27 14:55:01,29.4
2026-06-27 14:55:06,28.1
2026-06-27 14:55:09,28.1
2026-06-27 14:55:12,28.1
2026-06-27 14:55:14,28.1
2026-06-27 14:55:17,28.1
2026-06-27 14:55:20,28.1
2026-06-27 14:55:23,28.1
2026-06-27 14:55:26,28
2026-06-27 14:55:29,28
2026-06-27 14:55:32,28
2026-06-27 14:55:35,28
2026-06-27 14:55:38,27.9
2026-06-27 14:55:40,27.9
2026-06-27 14:55:43,27.9
2026-06-27 14:55:46,27.9
2026-06-27 14:55:49,27.8
2026-06-27 14:55:51,27.8
2026-06-27 14:55:54,27.8
2026-06-27 14:55:57,27.8
2026-06-27 14:56:00,27.8
2026-06-27 14:56:02,27.6
2026-06-27 14:56:05,27.6
2026-06-27 14:56:08,27.6
2026-06-27 14:56:10,27.6
2026-06-27 14:56:13,27.6
2026-06-27 14:56:16,27.6
2026-06-27 14:56:18,27.5
2026-06-27 14:56:22,27.5
2026-06-27 14:56:25,27.5
2026-06-27 14:56:27,27.5
2026-06-27 14:56:30,27.4
2026-06-27 14:56:33,27.4
2026-06-27 14:56:36,27.4
2026-06-27 14:56:39,27.4
2026-06-27 14:56:41,27.3
2026-06-27 14:56:44,27.3
2026-06-27 14:56:48,27.3
2026-06-27 14:56:50,27.3
2026-06-27 14:56:56,27.2
2026-06-27 14:56:59,26.5
2026-06-27 14:57:01,27.3
2026-06-27 14:57:04,27.2
2026-06-27 14:57:07,27.3
2026-06-27 14:57:09,27.1
2026-06-27 14:57:12,27.1
2026-06-27 14:57:15,27.1
2026-06-27 14:57:18,27.1
2026-06-27 14:57:21,27
2026-06-27 14:57:24,27.1
2026-06-27 14:57:27,27.1
2026-06-27 14:57:30,27
2026-06-27 14:57:33,27
2026-06-27 14:57:36,27
2026-06-27 14:57:38,27
2026-06-27 14:57:41,27
2026-06-27 14:57:44,27
2026-06-27 14:57:46,27.1
2026-06-27 14:57:49,27
